UC Berkeley BA,[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]

UC Berkeley BA,[['CS 61B/BL - Data Structures (4.00)']]

UC Berkeley BA,[['CS 61C - Machine Structures (4.00)']]

UC Berkeley BA,[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]

UC Berkeley BA,Total units: 16.0

UC Santa Cruz BA,[['CSE 13S - Computer Systems and C Programming (7.00)']]

UC Santa Cruz BA,[['CSE 12 - Computer Systems and Assembly Language and Lab (7.00)']]

UC Santa Cruz BA,[['CSE 16 - Applied Discrete Mathematics (5.00)']]

UC Santa Cruz BA,[['CSE 20 - Beginning Programming in Python (5.00)']]

UC Santa Cruz BA,[['CSE 30 - Programming Abstractions: Python (7.00)']]

UC Santa Cruz BA,Total units: 31.0

UC Berkeley BS,[['EECS 16A - Designing Information Devices and Systems I (4.00)']]

UC Berkeley BS,[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]

UC Berkeley BS,[['CS 61B/BL - Data Structures (4.00)']]

UC Berkeley BS,[['CS 61C - Machine Structures (4.00)']]

UC Berkeley BS,[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]

UC Berkeley BS,Total units: 20.0

UC Davis,[['ECS 20 - Discrete Mathematics for Computer Science (4.00)']]

UC Davis,"[['ECS 36A - Programming & Problem Solving (4.00)'], ['ECS 32A - Introduction to Programming (4.00)']]"

UC Davis,"[['ECS 36B - Software Development & Object-Oriented Programming in C++ (4.00)', 'ECS 36C - Data Structures, Algorithms, & Programming (4.00)'], ['ECS 32B - Introduction to Data Structures (4.00)', 'ECS 32C - Implementation of Data Structures in C (4.00)', 'ECS 34 - Software Development in UNIX & C++ (4.00)']]"

UC Davis,[['ECS 50 - Computer Organization & Machine Dependent Programming (4.00)']]

UC Davis,Total units: 20.0

UC Irvine,"[['I&C SCI 31- 32- 33 - Introduction to Programming (4.00)', 'Programming with Software Libraries (4.00)', 'Intermediate Programming (4.00)'], ['I&C SCI 32A- 33 - Python Programming and Libraries (Accelerated) (4.00)', 'Intermediate Programming (4.00)']]"

UC Irvine,[['I&C SCI 45C - Programming in C/C++ as a Second Language (4.00)']]

UC Irvine,[['I&C SCI 46 - Data Structure Implementation and Analysis (4.00)']]

UC Irvine,[['I&C SCI 51 - Introductory Computer Organization (6.00)']]

UC Irvine,[['I&C SCI 53 - Principles in System Design (4.00)']]

UC Irvine,[['IN4MATX 43 - Introduction to Software Engineering (4.00)']]

UC Irvine,[['I&C SCI 6B - Boolean Logic and Discrete Structures (4.00)']]

UC Irvine,[['I&C SCI 6D - Discrete Mathematics for Computer Science (4.00)']]

UC Irvine,Total units: 38.0

UC Santa Cruz BS,[['CSE 13S - Computer Systems and C Programming (7.00)']]

UC Santa Cruz BS,[['CSE 12 - Computer Systems and Assembly Language and Lab (7.00)']]

