UC Berkeley BA,"[['CS 152 - Computer Architecture and Engineering (4.00)'], ['CS 160 - User Interface Design and Development (4.00)'], ['CS 161 - Computer Security (4.00)'], ['CS 162 - Operating Systems and System Programming (4.00)'], ['CS 164 - Programming Languages and Compilers (4.00)'], ['CS 168 - Introduction to the Internet - Architecture and Protocols (4.00)'], ['CS 169 - Introduction to Software Engineering (4.00)'], ['CS 169A - Software Engineering (4.00)'], ['CS 182 - Designing, Visualizing and Understanding Deep Neural Networks (4.00)'], ['CS 184 - Foundations of Computer Graphics (4.00)'], ['CS 186 - Introduction to Database Systems (4.00)'], ['EE C128 - Feedback Control Systems (4.00)'], ['EE 130 - Integrated-Circuit Devices (4.00)'], ['EE 140 - Linear Integrated Circuits (4.00)'], ['EE 143 - Microfabrication Technology (4.00)'], ['EE 192 - Mechatronic Design Laboratory (4.00)'], ['EE C106A - Introduction to Robotics (4.00)'], ['EE C106B - Robotic Manipulation and Interaction (4.00)'], ['EECS 149 - Introduction to Embedded and Cyber Physical Systems (4.00)'], ['EECS 151 - Introduction to Digital Design and Integrated Circuits (3.00)', 'CS 169L - Software Engineering Team Project (2.00)']]"
UC Berkeley BA,Total units: 4.0
UC Santa Cruz BA,[['CSE 101 - Introduction to Data Structures and Algorithms (5.00)']]
UC Santa Cruz BA,"[['--Three of the following breadth courses: (15.00)'],['CSE 102 - Introduction to Analysis of Algorithms (5.00)'],['CSE 103 - Computational Models (5.00)'],['CSE 110A - Fundamentals of Compiler Design I (5.00)'],['CSE 112 - Comparative Programming Languages (5.00)'],['CSE 114A - Foundations of Programming Languages (5.00)'],['CSE 120 - Computer Architecture (5.00)'],['CSE 130 - Principles of Computer Systems Design (5.00)'],['CSE 132 - Computer Security (5.00)'],['CSE 138 - Distributed Systems (5.00)'],['CSE 140 - Artificial Intelligence (5.00)'],['CSE 142 - Machine Learning (5.00)'],['CSE 143 - Introduction to Natural Language Processing (5.00)'],['CSE 144 - Applied Machine Learning (5.00)'],['CSE 160 - Introduction to Computer Graphics (7.00)'],['CSE 180 - Database Systems I (5.00)']]"
UC Santa Cruz BA,"[['CSE 115A - Introduction to Software Engineering (5.00)'],['CSE 185E/CSE 185S - Technical Writing for Computer Science and Engineering (5.00)'],['CSE 195 - Senior Thesis Research (5.00)']]"
UC Santa Cruz BA,"[['CSE 195 - Senior Thesis Research (5.00)'], ['CSE 110B - Fundamentals of Compiler Design II (5.00)'],['CSE 115C - Software Design Project II (5.00)'],['CSE 115D - Software Design Project - Accelerated (5.00)'],['CSE 134 - Embedded Operating Systems (5.00)'],['CSE 138 - Distributed Systems (5.00)'],['CSE 140 - Artificial Intelligence (5.00)'],['CSE 143 - Introduction to Natural Language Processing (5.00)'],['CSE 144 - Applied Machine Learning (5.00)'],['CSE 145 - Introduction to Data Mining (5.00)'],['CSE 156L - Network Programming Laboratory (2.00)','CSE 156 - Network Programming (5.00)'],['CSE 157 - Internet of Things (7.00)'],['CSE 160 - Introduction to Computer Graphics (7.00)'],['CSE 161 - Introduction to Data Visualization (5.00)','CSE 161L - Data Visualization Laboratory (2.00)'],['CSE 162 - Advanced Computer Graphics and Animation (5.00)','CSE 162L - Advanced Computer Graphics and Animation Laboratory (2.00)'],['CSE 163 - Data Programming for Visualization (5.00)'],['CSE 168 - Introduction to Augmented Reality and Virtual Reality (7.00)'],['CSE 181 - Database Systems II (5.00)'],['CSE 183 - Web Applications (5.00)'],['CSE 184 - Data Wrangling and Web Scraping (5.00)'],['CMPM 172 - Game Design Studio III (7.00)']]"
UC Santa Cruz BA,Total units: 30.0
UC Davis,[['ECS 122A - Algorithm Design & Analysis (4.00)']]
UC Davis,"[['ECS 120 - Theory of Computation (4.00)'], ['ECS 122B - Algorithm Design & Analysis (4.00)']]"
UC Davis,[['ECS 140A - Programming Languages (4.00)']]
UC Davis,[['ECS 150 - Operating Systems & System Programming (4.00)']]
UC Davis,[['ECS 154A - Computer Architecture (4.00)']]
UC Davis,Total units: 20.0
UC Berkeley BS," ""[['EE C106A - Introduction to Robotics (4.00)']",['EE C106B - Robotic Manipulation and Interaction (4.00)'],['EE C128 - Feedback Control Systems (4.00)'],['EE 130 - Integrated-Circuit Devices (4.00)'],['EE 140 - Linear Integrated Circuits (4.00)'],['EE 143 - Microfabrication Technology (4.00)'],['EE C149 - Introduction to Embedded Systems (4.00)'],['EE 192 - Mechatronic Design Laboratory (4.00)'],['CS C149 - Introduction to Embedded Systems (4.00)'],['CS 160 - User Interface Design and Development (4.00)'],['CS 162 - Operating Systems and System Programming (4.00)'],['CS 164 - Programming Languages and Compilers (4.00)'],['CS 169 - Software Engineering (4.00)'],['CS 182 - Designing, Visualizing and Understanding Deep Neural Network (4.00)'],['CS 184 - Foundations of Computer Graphics (4.00)'],['CS 186 - Introduction to Database Systems (4.00)'],['CS W186 - Introduction to Database Systems (4.00)'],['EECS 149 - Introduction to Embedded and Cyber Physical Systems (4.00)'],['EECS 151 - Introduction to Digital Design and Integrated Circuits (3.00)', 'EECS 151LA - Application Specific Integrated Circuits Laboratory (2.00)'],['EECS 151 - Introduction to Digital Design and Integrated Circuits (3.00)'," 'EECS 151LB - Field-Programmable Gate Array Laboratory (2.00)']]"""
UC Berkeley BS,"[['BioE 100 - Ethics in Science and Engineering (3.00)'], ['CS or H195 - Social Implications of Computer Technology (1.00)'], ['Data C104 - Human Contexts and Ethics of Data (also History C184 and STS C104D) (4.00)'], ['ENERES C100 - Energy and Society (4.00)'], ['ENGIN 125 - Ethics, Engineering and Society (3.00)'], ['ENGIN 157AC - Engineering, The Environment, and Society (4.00)'], ['ENGIN 185 - The Art of STEM Communication (3.00)'], ['Info 88A - Data and Ethics (4.00)'], ['SF 100D - Introduction to Technology, Society, and Culture (4.00)'], ['SF 100G - Introduction to Science, Society, and Ethics (4.00)'], ['NWMEDIA 151AC - Transforming Tech: Issues and Interventions in STEM and Silicon Valley (4.00)'], ['PUBPOL C184 or W184: Energy and Society (4.00)']]"
UC Berkeley BS,Total units: 5.0
UC Santa Cruz BS,"[['CSE 101 - Introduction to Data Structures and Algorithms (5.00)', 'CSE 102 - Introduction to Analysis of Algorithms (5.00)', 'CSE 103 - Computational Models (5.00)', 'CSE 120 - Computer Architecture (5.00)', 'CSE 130 - Principles of Computer Systems Design (5.00)']]"
UC Santa Cruz BS,"[['CSE 112 - Comparative Programming Languages (5.00)'], ['CSE 114A - Foundations of Programming Languages (5.00)']]"
UC Santa Cruz BS,"[['CSE 115A - Introduction to Software Engineering (5.00)'],['CSE 185E/CSE 185S - Technical Writing for Computer Science and Engineering (5.00)'],['CSE 195 - Senior Thesis Research (5.00)']]"
