Evergreen Valley College	[['CSC 101 - Fundamentals of Computer Science (4.00)']]	[[['COMSC 075 - Computer Science I: Introduction to Program Structures (3.00)'], ['CIT 44 - Java Programming (3.00)'], ['ENGR 050 - Introduction to Computing (4.00)']]]
Evergreen Valley College	[['CSC 123 - Introduction to Computing (4.00)']]	[[['COMSC 020 - Introduction to Programming Concepts and Methodologies (3.00)']]]
Evergreen Valley College	[['CSC 202 - Data Structures (4.00)']]	[[['COMSC 076 - Computer Science II: Introduction to Data Structures (3.00)']]]
Evergreen Valley College	[['CSC 203 - Project-Based Object-Oriented Programming and Design (4.00)']]	[[['COMSC 076 - Computer Science II: Introduction to Data Structures (3.00)']]]
Evergreen Valley College	[['CPE 101 - Fundamentals of Computer Science(4.00) & CPE 202 - Data Structures (4.00) & CPE 203 - Project-Based Object-Oriented Programming and Design (4.00)']]	[[['No Course Articulated']], [['No Course Articulated']], [['No Course Articulated']]]
Evergreen Valley College	[['CSC 225 - Introduction to Computer Organization (4.00)']]	[[['COMSC 077 - Introduction to Computer Systems (3.00)']]]
Evergreen Valley College	[['CSC 248 - Discrete Structures (4.00)']]	[[['COMSC 080 - Discrete Structures (3.00)']]]
Evergreen Valley College	[['MATH 141 - Calculus I (4.00)']]	[[['MATH 071 - Calculus I with Analytic Geometry (5.00)']]]
Evergreen Valley College	[['MATH 142 - Calculus II (4.00)']]	[[['MATH 072 - Calculus II with Analytic Geometry (5.00)']]]
Evergreen Valley College	[['MATH 143 - Calculus III (4.00)']]	[[['MATH 072 - Calculus II with Analytic Geometry (5.00)']]]
Evergreen Valley College	[['MATH 206 - Linear Algebra I (4.00)'], ['MATH 244 - Linear Analysis I (4.00)']]	[[['MATH 079 - Linear Algebra (3.00)']], [['MATH 078 - Differential Equations (4.00)'], ['MATH 079 - Linear Algebra (3.00)']]]
Evergreen Valley College	[['PHIL 230 - Philosophical Classics: Knowledge & Reality (4.00)'], ['PHIL 231 - Philosophical Classics: Ethics and Political Philosophy (4.00)']]	[[['No Course Articulated']], [['No Course Articulated']]]
Evergreen Valley College	[['BIO 111 - General Biology (4.00)'], ['BIO 161 - Introduction to Celland Molecular Biology (4.00)'], ['BOT 121 - General Botany (4.00)'], ['MCRO 221 - Microbiology (4.00)']]	[[['BIOL 021 - General Biology (4.00)']]]
Evergreen Valley College	[['CHEM 124 - General Chemistry for Physical Science and Engineering I (4.00) & CHEM 125 - General Chemistry for Physical Science and Engineering II(4.00)& CHEM 126 - General Chemistry for Physical Science and Engineering III (4.00)'], ['PHYS 141 - General Physics I (4.00) & PHYS 142 - General Physics II (4.00) & PHYS 143 - General Physics III (4.00)']]	[[['PHYS 004A - General Physics (5.00)', 'PHYS 004C - General Physics (5.00)', 'PHYS 004B - General Physics (5.00)'], ['PHYS 007A - Calculus-Based General Physics for Scientists and Engineers - I (4.00)', 'PHYS 007B - Calculus-Based General Physics for Scientists and Engineers - II (4.00)', 'PHYS 007C - Calculus-Based General Physics for Scientists and Engineers - III (4.00)']]]
Los Angeles City College	[['CSC 101 - Fundamentals of Computer Science (4.00)']]	[[['CS 116 - Programming In C++ (3.00)'], ['CS 113 - Programming in JAVA (3.00)']]]
Los Angeles City College	[['CSC 123 - Introduction to Computing (4.00)']]	[[['CS 102 - Programming Logic and Design (Introduction to Programming) (3.00)']]]
Los Angeles City College	[['CSC 202 - Data Structures (4.00)']]	[[['CS 136 - Introduction to Data Structures (3.00)']]]
Los Angeles City College	[['CSC 203 - Project-Based Object-Oriented Programming and Design (4.00)']]	[[['No Course Articulated']]]
Los Angeles City College	[['CPE 101 - Fundamentals of Computer Science(4.00) & CPE 202 - Data Structures (4.00) & CPE 203 - Project-Based Object-Oriented Programming and Design (4.00)']]	[[['No Course Articulated']], [['No Course Articulated']], [['No Course Articulated']]]
Los Angeles City College	[['CSC 225 - Introduction to Computer Organization (4.00)']]	[[['CS 130 - Introduction To Computer Architecture and Organization (3.00)']]]
Los Angeles City College	[['CSC 248 - Discrete Structures (4.00)']]	[[['CS 131 - Discrete Structures For Computer Science (3.00)']]]
Los Angeles City College	[['MATH 141 - Calculus I (4.00)']]	[[['MATH 261 - Calculus I (5.00)']]]
Los Angeles City College	[['MATH 142 - Calculus II (4.00)']]	[[['MATH 262 - Calculus II (5.00)']]]
Los Angeles City College	[['MATH 143 - Calculus III (4.00)']]	[[['MATH 262 - Calculus II (5.00)']]]
Los Angeles City College	[['MATH 206 - Linear Algebra I (4.00)'], ['MATH 244 - Linear Analysis I (4.00)']]	[[['MATH 270 - Linear Algebra (3.00)']], [['MATH 275 - Ordinary Differential Equations (3.00)'], ['MATH 270 - Linear Algebra (3.00)']]]
Los Angeles City College	[['PHIL 230 - Philosophical Classics: Knowledge & Reality (4.00)'], ['PHIL 231 - Philosophical Classics: Ethics and Political Philosophy (4.00)']]	[[['No Course Articulated']], [['No Course Articulated']]]
Los Angeles City College	[['BIO 111 - General Biology (4.00)'], ['BIO 161 - Introduction to Celland Molecular Biology (4.00)'], ['BOT 121 - General Botany (4.00)'], ['MCRO 221 - Microbiology (4.00)']]	[[['BIOLOGY 003 - Introduction to Biology (4.00)']]]
Los Angeles City College	[['CHEM 124 - General Chemistry for Physical Science and Engineering I (4.00) & CHEM 125 - General Chemistry for Physical Science and Engineering II(4.00)& CHEM 126 - General Chemistry for Physical Science and Engineering III (4.00)'], ['PHYS 141 - General Physics I (4.00) & PHYS 142 - General Physics II (4.00) & PHYS 143 - General Physics III (4.00)']]	[[['PHYSICS 021 - General Physics I with Calculus (4.00)', 'PHYSICS 022 - General Physics II with Calculus (4.00)']]]
College of Marin	[['CSC 101 - Fundamentals of Computer Science (4.00)']]	[[['COMP 232 - Advanced Programming in JAVA (4.00)'], ['COMP 130 - Introduction to Computer Programming Using C++ (4.00)']]]
College of Marin	[['CSC 123 - Introduction to Computing (4.00)']]	[[['No Course Articulated']]]
College of Marin	[['CSC 202 - Data Structures (4.00)']]	[[['No Course Articulated']]]
College of Marin	[['CSC 203 - Project-Based Object-Oriented Programming and Design (4.00)']]	[[['COMP 235 - Advanced Programming in C++ (4.00)']]]
College of Marin	[['CPE 101 - Fundamentals of Computer Science(4.00) & CPE 202 - Data Structures (4.00) & CPE 203 - Project-Based Object-Oriented Programming and Design (4.00)']]	[[['No Course Articulated']], [['No Course Articulated']], [['No Course Articulated']]]
College of Marin	[['CSC 225 - Introduction to Computer Organization (4.00)']]	[[['COMP 160 - Computer Organization: An Assembly Language Perspective(3.00)']]]
College of Marin	[['CSC 248 - Discrete Structures (4.00)']]	[[['No Course Articulated']]]
College of Marin	[['MATH 141 - Calculus I (4.00)']]	[[['MATH 123 - Analytic Geometry and Calculus I (5.00)']]]
College of Marin	[['MATH 142 - Calculus II (4.00)']]	[[['MATH 124 - Analytic Geometry and Calculus II (5.00)']]]
College of Marin	[['MATH 143 - Calculus III (4.00)']]	[[['MATH 124 - Analytic Geometry and Calculus II (5.00)']]]
College of Marin	[['MATH 206 - Linear Algebra I (4.00)'], ['MATH 244 - Linear Analysis I (4.00)']]	[[['MATH 116 - Linear Algebra (4.00)']], [['MATH 224 - Elementary Differential Equations (4.00)'], ['MATH 116 - Linear Algebra (4.00)']]]
College of Marin	[['PHIL 230 - Philosophical Classics: Knowledge & Reality (4.00)'], ['PHIL 231 - Philosophical Classics: Ethics and Political Philosophy (4.00)']]	[[['No Course Articulated']], [['No Course Articulated']]]
College of Marin	[['BIO 111 - General Biology (4.00)'], ['BIO 161 - Introduction to Celland Molecular Biology (4.00)'], ['BOT 121 - General Botany (4.00)'], ['MCRO 221 - Microbiology (4.00)']]	[[['BIOL 110 - Introduction to Biology (3.00)', 'BIOL 110L - Introduction to Biology Laboratory (1.00)']]]
College of Marin	[['CHEM 124 - General Chemistry for Physical Science and Engineering I (4.00) & CHEM 125 - General Chemistry for Physical Science and Engineering II(4.00)& CHEM 126 - General Chemistry for Physical Science and Engineering III (4.00)'], ['PHYS 141 - General Physics I (4.00) & PHYS 142 - General Physics II (4.00) & PHYS 143 - General Physics III (4.00)']]	[[['PHYS 207A - Mechanics and Properties of Matter (5.00)', 'PHYS 207C - Heat, Light, Sound and Modern Physics (5.00)', 'PHYS 207B - Electricity and Magnetism (5.00)']]]
College of San Mateo	[['CSC 101 - Fundamentals of Computer Science (4.00)']]	[[['CIS 278 - (CS1)Programming Methods I: C++ (4.00)'], ['CIS 255 - (CS1) Programming Methods: Java (4.00)']]]
College of San Mateo	[['CSC 123 - Introduction to Computing (4.00)']]	[[['CIS 254 - Introduction to Object-Oriented Program Design (4.00)']]]
