Cerro Coso Community College	[['CSE 2010 - Computer Science I (4.00)']]	[[['CSCI C252 - Introduction to Computer Science (3.00)']]]
Cerro Coso Community College	[['CSE 2020 - Computer Science II (4.00)']]	[[['CSCI C254 - Object-Oriented Programming (3.00)']]]
Cerro Coso Community College	[['CSE 2130 - Machine Organization (3.00)']]	[[['CSCI C257 - Computer Architecture and Organization (3.00)']]]
Cerro Coso Community College	[['MATH 2720 - Discrete Mathematics (3.00)']]	[[['CSCI C255 - Discrete Structures (3.00)']]]
Cerro Coso Community College	[['MATH 2210 - Calculus I (4.00)']]	[[['MATH C151 - Analytic Geometry & Calculus I (4.00)']]]
Cerro Coso Community College	[['MATH 2220 - Calculus II (4.00)']]	[[['MATH C152 - Analytic Geometry & Calculus II (4.00)']]]
Cerro Coso Community College	[['MATH 2265 - Statistics with Applications (3.00)']]	[[['No Comparable Course']]]
Cerro Coso Community College	[['MATH 2310 - Applied Linear Algebra (4.00)']]	[[['MATH C257 - Linear Algebra (4.00)']]]
Cerro Coso Community College	[['PHYS 2500 - General Physics I (4.00) & PHYS 2500L - General Physics I Lab (1.00) & PHYS 2510 - General Physics II (4.00) & PHYS 2510L - General Physics II Lab (1.00)']]	[[['PHYS C111 - Mechanics (5.00)', 'PHYS C113 - Electricity & Magnetism (5.00)', 'PHYS C211 - Waves, Optics, and Modern Physics (5.00)']], [['PHYS C111 - Mechanics (5.00)', 'PHYS C113 - Electricity & Magnetism (5.00)', 'PHYS C211 - Waves, Optics, and Modern Physics (5.00)']], [['PHYS C111 - Mechanics (5.00)', 'PHYS C113 - Electricity & Magnetism (5.00)', 'PHYS C211 - Waves, Optics, and Modern Physics (5.00)']], [['PHYS C111 - Mechanics (5.00)', 'PHYS C113 - Electricity & Magnetism (5.00)', 'PHYS C211 - Waves, Optics, and Modern Physics (5.00)']]]
Victor Valley College	[['CSE 2010 - Computer Science I (4.00)']]	[[['CIS 201 - Programming Concepts and Methods I (4.00)']]]
Victor Valley College	[['CSE 2020 - Computer Science II (4.00)']]	[[['CIS 202 - Programming Concepts and Methods II (4.00)']]]
Victor Valley College	[['CSE 2130 - Machine Organization (3.00)']]	[[['CIS 208 - Computer Architecture and Organization (3.00)']]]
Victor Valley College	[['MATH 2720 - Discrete Mathematics (3.00)']]	[[['CIS 264 - Discrete Structures (3.00)']]]
Victor Valley College	[['MATH 2210 - Calculus I (4.00)']]	[[['MATH 226 - Analytic Geometry and Calculus I (4.00)'], ['MATH 226H - Honors Analytic Geometry and Calculus I (4.00)']]]
Victor Valley College	[['MATH 2220 - Calculus II (4.00)']]	[[['MATH 227 - Analytic Geometry and Calculus II (4.00)'], ['MATH 227H - Honors Analytic Geometry and Calculus II (4.00)']]]
Victor Valley College	[['MATH 2265 - Statistics with Applications (3.00)']]	[[['No Comparable Course']]]
Victor Valley College	[['MATH 2310 - Applied Linear Algebra (4.00)']]	[[['MATH 231 - Linear Algebra (3.00)']]]
Victor Valley College	[['PHYS 2500 - General Physics I (4.00) & PHYS 2500L - General Physics I Lab (1.00) & PHYS 2510 - General Physics II (4.00) & PHYS 2510L - General Physics II Lab (1.00)']]	[[['PHYS 201 - Engineering Physics (Mechanics of Solids) (4.00)', 'PHYS 202 - Engineering Physics (Mechanics of Fluids, Heat and Sound) (4.00)', 'PHYS 203 - Engineering Physics (Electricity and Magnetism) (4.00)', 'PHYS 204 - Engineering Physics IV-Optics and Modern Physics (4.00)']], [['PHYS 201 - Engineering Physics (Mechanics of Solids) (4.00)', 'PHYS 202 - Engineering Physics (Mechanics of Fluids, Heat and Sound) (4.00)', 'PHYS 203 - Engineering Physics (Electricity and Magnetism) (4.00)', 'PHYS 204 - Engineering Physics IV-Optics and Modern Physics (4.00)']], [['PHYS 201 - Engineering Physics (Mechanics of Solids) (4.00)', 'PHYS 202 - Engineering Physics (Mechanics of Fluids, Heat and Sound) (4.00)', 'PHYS 203 - Engineering Physics (Electricity and Magnetism) (4.00)', 'PHYS 204 - Engineering Physics IV-Optics and Modern Physics (4.00)']], [['PHYS 201 - Engineering Physics (Mechanics of Solids) (4.00)', 'PHYS 202 - Engineering Physics (Mechanics of Fluids, Heat and Sound) (4.00)', 'PHYS 203 - Engineering Physics (Electricity and Magnetism) (4.00)', 'PHYS 204 - Engineering Physics IV-Optics and Modern Physics (4.00)']]]
Barstow Community College	[['CSE 2010 - Computer Science I (4.00)']]	[[['CSIS 33 - Programming Concepts & Methodology I Using C++ (3.00)']]]
Barstow Community College	[['CSE 2020 - Computer Science II (4.00)']]	[[['CSIS 35 - Data Structures (3.00)']]]
Barstow Community College	[['CSE 2130 - Machine Organization (3.00)']]	[[['CSIS 10 - Computer Architecture and Organization with Assembly Programming (3.00)']]]
Barstow Community College	[['MATH 2720 - Discrete Mathematics (3.00)']]	[[['CSIS 18 - Discrete Structures (3.00)']]]
Barstow Community College	[['MATH 2210 - Calculus I (4.00)']]	[[['MATH 4A - Calculus I (4.00)']]]
Barstow Community College	[['MATH 2220 - Calculus II (4.00)']]	[[['MATH 4B - Calculus II (4.00)']]]
Barstow Community College	[['MATH 2265 - Statistics with Applications (3.00)']]	[[['No Comparable Course']]]
