UCB	College of San Mateo	0.5714285714285714	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	24.0	42.0
UCB	Evergreen Valley College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61C - Machine Structures (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	18.0	42.0
UCB	Las Positas College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	18.0	42.0
UCB	Contra Costa College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 61C - Machine Structures (4.00)']]""]"	18.0	42.0
UCB	Los Angeles Harbor College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	18.0	42.0
UCB	Cabrillo College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 61C - Machine Structures (4.00)']]""]"	18.0	42.0
UCB	Glendale Community College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	18.0	42.0
UCB	Palomar College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	18.0	42.0
UCB	Orange Coast College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	18.0	42.0
UCB	Laney College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61C - Machine Structures (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	18.0	42.0
UCB	Los Angeles Pierce College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	18.0	42.0
UCB	Diablo Valley College	0.42857142857142855	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	18.0	42.0
UCB	Los Angeles City College	0.2857142857142857	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 61B/BL - Data Structures (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	12.0	42.0
UCB	College of Marin	0.2857142857142857	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 61C - Machine Structures (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	12.0	42.0
UCB	Merritt College	0.2857142857142857	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 61C - Machine Structures (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	12.0	42.0
UCB	Santa Ana College	0.2857142857142857	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 61C - Machine Structures (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	12.0	42.0
UCB	American River College	0.2857142857142857	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 61C - Machine Structures (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	12.0	42.0
UCB	Mission College	0.2857142857142857	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 61C - Machine Structures (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	12.0	42.0
UCB	City College of San Francisco	0.2857142857142857	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]"", ""[['CS 61A - Structure and Interpretation of Computer Programs (4.00)']]"", ""[['CS 61C - Machine Structures (4.00)']]"", ""[['CS 70 - Discrete Mathematics and Probability Theory (4.00)']]""]"	12.0	42.0
