University,Percentages
UCM,1.0
UCM,0.9090909090909091
UCM,0.9090909090909091
UCM,0.9090909090909091
UCM,0.9090909090909091
UCM,0.9090909090909091
UCM,0.9090909090909091
UCM,0.9090909090909091
UCM,0.9090909090909091
UCM,0.9090909090909091
UCM,0.9090909090909091
UCM,0.9090909090909091
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCD,0.8974358974358975
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCM,0.8181818181818182
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCD,0.7948717948717948
UCSD,0.7441860465116279
UCSD,0.7441860465116279
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCM,0.7272727272727273
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6923076923076923
UCD,0.6571428571428571
UCD,0.6571428571428571
UCD,0.6571428571428571
UCD,0.6571428571428571
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSD,0.6511627906976745
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSB,0.6444444444444445
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
UCSC,0.6428571428571429
