Cerro Coso Community College	29	['CSUCI', 'CSUB', 'CSUEB', 'CSULB', 'CPP', 'CPSLO', 'CSULA', 'CSUMB', 'CSUF', 'Sonoma', 'Chico', 'SJSU', 'CSUStan', 'CSUS', 'Humboldt', 'UCI', 'UCB', 'UCSD', 'UCSC', 'UCSB', 'UCD', 'UCR', 'SFSU', 'UCM', 'UCLA', 'CSUDH', 'CSUSB', 'CSUFresno', 'CSUN']
Evergreen Valley College	28	['CSUCI', 'CSUB', 'CSUEB', 'CSULB', 'CPP', 'CPSLO', 'CSULA', 'CSUMB', 'CSUF', 'Sonoma', 'Chico', 'SJSU', 'CSUStan', 'CSUS', 'Humboldt', 'UCI', 'UCB', 'UCSD', 'UCSC', 'UCSB', 'UCD', 'UCR', 'SFSU', 'UCM', 'UCLA', 'CSUDH', 'CSUFresno', 'CSUN']
Los Angeles City College	28	['CSUCI', 'CSUB', 'CSUEB', 'CSULB', 'CPP', 'CPSLO', 'CSULA', 'CSUMB', 'CSUF', 'Sonoma', 'Chico', 'SJSU', 'CSUStan', 'CSUS', 'Humboldt', 'UCI', 'UCB', 'UCSD', 'UCSC', 'UCSB', 'UCD', 'UCR', 'SFSU', 'UCM', 'UCLA', 'CSUDH', 'CSUFresno', 'CSUN']
College of San Mateo	28	['CSUCI', 'CSUB', 'CSUEB', 'CSULB', 'CPP', 'CPSLO', 'CSULA', 'CSUMB', 'CSUF', 'Sonoma', 'Chico', 'SJSU', 'CSUStan', 'CSUS', 'Humboldt', 'UCI', 'UCB', 'UCSD', 'UCSC', 'UCSB', 'UCD', 'UCR', 'SFSU', 'UCM', 'UCLA', 'CSUDH', 'CSUFresno', 'CSUN']
College of the Sequoias	28	['CSUCI', 'CSUB', 'CSUEB', 'CSULB', 'CPP', 'CPSLO', 'CSULA', 'CSUMB', 'CSUF', 'Sonoma', 'Chico', 'SJSU', 'CSUStan', 'CSUS', 'Humboldt', 'UCI', 'UCB', 'UCSD', 'UCSC', 'UCSB', 'UCD', 'UCR', 'SFSU', 'UCM', 'UCLA', 'CSUDH', 'CSUFresno', 'CSUN']
Butte College	28	['CSUCI', 'CSUB', 'CSUEB', 'CSULB', 'CPP', 'CPSLO', 'CSULA', 'CSUMB', 'CSUF', 'Sonoma', 'Chico', 'SJSU', 'CSUStan', 'CSUS', 'Humboldt', 'UCI', 'UCB', 'UCSD', 'UCSC', 'UCSB', 'UCD', 'UCR', 'SFSU', 'UCM', 'UCLA', 'CSUDH', 'CSUFresno', 'CSUN']
Columbia College	28	['CSUCI', 'CSUB', 'CSUEB', 'CSULB', 'CPP', 'CPSLO', 'CSULA', 'CSUMB', 'CSUF', 'Sonoma', 'Chico', 'SJSU', 'CSUStan', 'CSUS', 'Humboldt', 'UCI', 'UCB', 'UCSD', 'UCSC', 'UCSB', 'UCD', 'UCR', 'SFSU', 'UCM', 'UCLA', 'CSUDH', 'CSUFresno', 'CSUN']
Merritt College	28	['CSUCI', 'CSUB', 'CSUEB', 'CSULB', 'CPP', 'CPSLO', 'CSULA', 'CSUMB', 'CSUF', 'Sonoma', 'Chico', 'SJSU', 'CSUStan', 'CSUS', 'Humboldt', 'UCI', 'UCB', 'UCSD', 'UCSC', 'UCSB', 'UCD', 'UCR', 'SFSU', 'UCM', 'UCLA', 'CSUDH', 'CSUFresno', 'CSUN']
San Diego Miramar College	28	['CSUCI', 'CSUB', 'CSUEB', 'CSULB', 'CPP', 'CPSLO', 'CSULA', 'CSUMB', 'CSUF', 'Sonoma', 'Chico', 'SJSU', 'CSUStan', 'CSUS', 'Humboldt', 'UCI', 'UCB', 'UCSD', 'UCSC', 'UCSB', 'UCD', 'UCR', 'SFSU', 'UCM', 'UCLA', 'CSUDH', 'CSUSM', 'SDSU']
Palomar College	28	['CSUCI', 'CSUB', 'CSUEB', 'CSULB', 'CPP', 'CPSLO', 'CSULA', 'CSUMB', 'CSUF', 'Sonoma', 'Chico', 'SJSU', 'CSUStan', 'CSUS', 'Humboldt', 'UCI', 'UCB', 'UCSD', 'UCSC', 'UCSB', 'UCD', 'UCR', 'SFSU', 'UCM', 'UCLA', 'CSUSB', 'CSUSM', 'SDSU']
