University	Total	max	min	median	mean	quantiles	Values
CSUB	9	0.8888888888888888	0.0	0.6666666666666666	0.5811965811965811	[0.44444444 0.66666667 0.66666667]	[0.6666666666666666, 0.8888888888888888, 0.5555555555555556, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.4444444444444444, 0.4444444444444444, 0.5555555555555556, 0.6666666666666666, 0.6666666666666666, 0.5555555555555556, 0.6666666666666666, 0.7777777777777778, 0.3333333333333333, 0.4444444444444444, 0.3333333333333333, 0.6666666666666666, 0.2222222222222222, 0.6666666666666666, 0.6666666666666666, 0.4444444444444444, 0.6666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.2222222222222222, 0.6666666666666666, 0.6666666666666666, 0.4444444444444444, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666, 0.8888888888888888, 0.6666666666666666, 0.6666666666666666, 0.8888888888888888, 0.4444444444444444, 0.7777777777777778, 0.7777777777777778, 0.5555555555555556, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.2222222222222222, 0.6666666666666666, 0.6666666666666666, 0.1111111111111111, 0.6666666666666666, 0.8888888888888888, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.4444444444444444, 0.4444444444444444, 0.3333333333333333, 0.6666666666666666, 0.4444444444444444, 0.2222222222222222, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 0.2222222222222222, 0.6666666666666666, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666, 0.4444444444444444, 0.4444444444444444, 0.7777777777777778, 0.8888888888888888, 0.4444444444444444, 0.6666666666666666, 0.7777777777777778, 0.8888888888888888, 0.5555555555555556, 0.8888888888888888, 0.2222222222222222, 0.6666666666666666, 0.5555555555555556, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.2222222222222222, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8888888888888888, 0.5555555555555556, 0.8888888888888888, 0.5555555555555556, 0.6666666666666666, 0.8888888888888888, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.7777777777777778, 0.6666666666666666, 0.2222222222222222, 0.5555555555555556, 0.3333333333333333, 0.6666666666666666, 0.8888888888888888, 0.5555555555555556, 0.8888888888888888, 0.6666666666666666, 0.4444444444444444, 0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.6666666666666666, 0.6666666666666666, 0.0]
CSUSB	9	0.8888888888888888	0.1111111111111111	0.8888888888888888	0.8504273504273504	[0.88888889 0.88888889 0.88888889]	[0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.1111111111111111, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]
CSUDH	11	0.6363636363636364	0.2727272727272727	0.6363636363636364	0.5668449197860962	[0.54545455 0.63636364 0.63636364]	[0.6363636363636364, 0.5454545454545454, 0.2727272727272727, 0.6363636363636364, 0.36363636363636365, 0.6363636363636364, 0.6363636363636364, 0.45454545454545453, 0.6363636363636364, 0.6363636363636364, 0.6363636363636364, 0.5454545454545454, 0.6363636363636364, 0.6363636363636364, 0.45454545454545453, 0.5454545454545454, 0.2727272727272727, 0.6363636363636364, 0.6363636363636364, 0.6363636363636364, 0.5454545454545454, 0.5454545454545454, 0.5454545454545454, 0.45454545454545453, 0.6363636363636364, 0.6363636363636364, 0.6363636363636364, 0.6363636363636364, 0.45454545454545453, 0.6363636363636364, 0.6363636363636364, 0.5454545454545454, 0.6363636363636364, 0.6363636363636364]
CSUEB	10	0.9	0.1	0.5	0.5606837606837607	[0.4 0.5 0.8]	[0.7, 0.7, 0.8, 0.8, 0.8, 0.8, 0.3, 0.6, 0.5, 0.5, 0.5, 0.6, 0.8, 0.9, 0.3, 0.4, 0.4, 0.8, 0.8, 0.3, 0.5, 0.8, 0.6, 0.3, 0.8, 0.8, 0.4, 0.3, 0.8, 0.5, 0.5, 0.4, 0.3, 0.8, 0.6, 0.7, 0.8, 0.6, 0.4, 0.6, 0.7, 0.8, 0.7, 0.7, 0.8, 0.6, 0.1, 0.4, 0.5, 0.5, 0.3, 0.8, 0.6, 0.4, 0.4, 0.8, 0.3, 0.6, 0.8, 0.5, 0.8, 0.2, 0.3, 0.8, 0.4, 0.3, 0.7, 0.4, 0.5, 0.8, 0.8, 0.6, 0.9, 0.4, 0.5, 0.8, 0.4, 0.8, 0.5, 0.5, 0.3, 0.5, 0.3, 0.5, 0.8, 0.5, 0.4, 0.4, 0.3, 0.8, 0.4, 0.3, 0.5, 0.3, 0.8, 0.5, 0.3, 0.8, 0.8, 0.4, 0.4, 0.8, 0.6, 0.6, 0.7, 0.5, 0.5, 0.7, 0.5, 0.8, 0.8, 0.3, 0.3, 0.5, 0.6, 0.3, 0.3]
CSUStan	8	0.875	0.0	0.25	0.32785087719298245	[0.125 0.25  0.5  ]	[0.5, 0.125, 0.125, 0.25, 0.625, 0.375, 0.125, 0.625, 0.5, 0.25, 0.75, 0.875, 0.75, 0.0, 0.0, 0.125, 0.75, 0.5, 0.375, 0.125, 0.125, 0.125, 0.0, 0.75, 0.625, 0.25, 0.375, 0.625, 0.375, 0.375, 0.0, 0.0, 0.375, 0.625, 0.75, 0.875, 0.375, 0.375, 0.25, 0.125, 0.875, 0.0, 0.25, 0.75, 0.0, 0.0, 0.125, 0.125, 0.25, 0.125, 0.375, 0.125, 0.375, 0.5, 0.25, 0.0, 0.5, 0.0, 0.5, 0.25, 0.375, 0.375, 0.375, 0.25, 0.25, 0.25, 0.875, 0.375, 0.25, 0.125, 0.625, 0.375, 0.375, 0.125, 0.25, 0.375, 0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.875, 0.625, 0.25, 0.125, 0.25, 0.375, 0.25, 0.125, 0.25, 0.25, 0.625, 0.375, 0.25, 0.625, 0.0, 0.0, 0.125, 0.75, 0.25, 0.125, 0.5, 0.25, 0.25, 0.625, 0.25, 0.75, 0.75, 0.125, 0.25, 0.0, 0.125, 0.0]
CSUS	10	0.9	0.0	0.4	0.4166666666666667	[0.225 0.4   0.6  ]	[0.7, 0.2, 0.4, 0.7, 0.5, 0.8, 0.4, 0.5, 0.3, 0.2, 0.7, 0.6, 0.9, 0.4, 0.2, 0.0, 0.8, 0.8, 0.1, 0.0, 0.4, 0.3, 0.6, 0.3, 0.6, 0.6, 0.8, 0.4, 0.1, 0.5, 0.0, 0.5, 0.4, 0.7, 0.8, 0.0, 0.5, 0.4, 0.4, 0.9, 0.3, 0.5, 0.6, 0.0, 0.0, 0.5, 0.3, 0.3, 0.7, 0.3, 0.1, 0.3, 0.6, 0.6, 0.0, 0.4, 0.3, 0.8, 0.2, 0.4, 0.4, 0.1, 0.3, 0.7, 0.0, 0.7, 0.9, 0.8, 0.7, 0.9, 0.0, 0.4, 0.6, 0.5, 0.4, 0.3, 0.3, 0.0, 0.4, 0.1, 0.4, 0.9, 0.6, 0.4, 0.0, 0.8, 0.8, 0.1, 0.3, 0.1, 0.2, 0.6, 0.4, 0.3, 0.8, 0.4, 0.0, 0.2, 0.7, 0.4, 0.3, 0.4, 0.4, 0.4, 0.7, 0.0, 0.8, 0.8, 0.1, 0.4, 0.3, 0.1, 0.0, 0.3]
SFSU	11	0.9090909090909091	0.09090909090909091	0.7272727272727273	0.7284090909090909	[0.63636364 0.72727273 0.81818182]	[0.9090909090909091, 0.7272727272727273, 0.8181818181818182, 0.9090909090909091, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.6363636363636364, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.9090909090909091, 0.8181818181818182, 0.8181818181818182, 0.7272727272727273, 0.6363636363636364, 0.8181818181818182, 0.8181818181818182, 0.5454545454545454, 0.7272727272727273, 0.9090909090909091, 0.9090909090909091, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.6363636363636364, 0.8181818181818182, 0.6363636363636364, 0.7272727272727273, 0.8181818181818182, 0.8181818181818182, 0.7272727272727273, 0.9090909090909091, 0.8181818181818182, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.8181818181818182, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.8181818181818182, 0.09090909090909091, 0.36363636363636365, 0.7272727272727273, 0.8181818181818182, 0.45454545454545453, 0.9090909090909091, 0.5454545454545454, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.5454545454545454, 0.8181818181818182, 0.9090909090909091, 0.8181818181818182, 0.8181818181818182, 0.18181818181818182, 0.6363636363636364, 0.5454545454545454, 0.8181818181818182, 0.36363636363636365, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.8181818181818182, 0.8181818181818182, 0.7272727272727273, 0.8181818181818182, 0.7272727272727273, 0.9090909090909091, 0.5454545454545454, 0.7272727272727273, 0.8181818181818182, 0.6363636363636364, 0.8181818181818182, 0.5454545454545454, 0.8181818181818182, 0.7272727272727273]
Humboldt	7	1.0	0.2857142857142857	0.7142857142857143	0.6278195488721804	[0.42857143 0.71428571 0.85714286]	[0.7142857142857143, 0.8571428571428571, 0.42857142857142855, 0.7142857142857143, 0.5714285714285714, 0.8571428571428571, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.42857142857142855, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.8571428571428571, 0.42857142857142855, 0.7142857142857143, 0.5714285714285714, 0.42857142857142855, 1.0, 0.7142857142857143, 0.8571428571428571, 0.7142857142857143, 0.5714285714285714, 1.0, 0.8571428571428571, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.42857142857142855, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 0.42857142857142855, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.8571428571428571, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 0.7142857142857143, 1.0, 0.7142857142857143, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 0.42857142857142855, 0.7142857142857143, 0.8571428571428571, 0.7142857142857143, 0.2857142857142857, 0.8571428571428571, 0.7142857142857143, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.42857142857142855, 0.7142857142857143, 0.7142857142857143, 1.0, 0.7142857142857143, 0.2857142857142857, 0.7142857142857143, 0.5714285714285714, 0.8571428571428571, 0.5714285714285714, 0.2857142857142857, 0.8571428571428571, 0.7142857142857143, 0.2857142857142857, 0.2857142857142857, 0.7142857142857143, 0.42857142857142855, 0.7142857142857143, 0.42857142857142855, 1.0, 0.8571428571428571, 0.7142857142857143, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.7142857142857143, 0.5714285714285714, 0.42857142857142855]
CSUFresno	7	1.0	0.42857142857142855	0.8571428571428571	0.7894736842105263	[0.71428571 0.85714286 0.85714286]	[0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 1.0, 0.8571428571428571, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.42857142857142855, 0.8571428571428571, 0.7142857142857143, 0.8571428571428571, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]
CSULB	11	0.9090909090909091	0.0	0.45454545454545453	0.45768025078369906	[0.36363636 0.45454545 0.54545455]	[0.45454545454545453, 0.45454545454545453, 0.18181818181818182, 0.36363636363636365, 0.45454545454545453, 0.6363636363636364, 0.36363636363636365, 0.36363636363636365, 0.18181818181818182, 0.8181818181818182, 0.5454545454545454, 0.36363636363636365, 0.5454545454545454, 0.18181818181818182, 0.36363636363636365, 0.45454545454545453, 0.6363636363636364, 0.5454545454545454, 0.18181818181818182, 0.45454545454545453, 0.2727272727272727, 0.45454545454545453, 0.2727272727272727, 0.6363636363636364, 0.6363636363636364, 0.2727272727272727, 0.45454545454545453, 0.6363636363636364, 0.45454545454545453, 0.2727272727272727, 0.36363636363636365, 0.45454545454545453, 0.6363636363636364, 0.5454545454545454, 0.5454545454545454, 0.36363636363636365, 0.2727272727272727, 0.45454545454545453, 0.7272727272727273, 0.45454545454545453, 0.5454545454545454, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.45454545454545453, 0.0, 0.9090909090909091, 0.45454545454545453, 0.45454545454545453, 0.18181818181818182, 0.5454545454545454, 0.45454545454545453, 0.5454545454545454, 0.6363636363636364, 0.5454545454545454, 0.36363636363636365, 0.7272727272727273, 0.45454545454545453, 0.45454545454545453, 0.45454545454545453, 0.18181818181818182, 0.2727272727272727, 0.36363636363636365, 0.2727272727272727, 0.2727272727272727, 0.45454545454545453, 0.36363636363636365, 0.36363636363636365, 0.09090909090909091, 0.6363636363636364, 0.5454545454545454, 0.45454545454545453, 0.36363636363636365, 0.6363636363636364, 0.5454545454545454, 0.45454545454545453, 0.2727272727272727, 0.6363636363636364, 0.8181818181818182, 0.36363636363636365, 0.45454545454545453, 0.36363636363636365, 0.5454545454545454, 0.5454545454545454, 0.5454545454545454, 0.18181818181818182, 0.45454545454545453, 0.7272727272727273, 0.5454545454545454, 0.6363636363636364, 0.18181818181818182, 0.6363636363636364, 0.2727272727272727, 0.45454545454545453, 0.5454545454545454, 0.18181818181818182, 0.5454545454545454, 0.8181818181818182, 0.45454545454545453, 0.5454545454545454, 0.45454545454545453, 0.6363636363636364, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.6363636363636364, 0.5454545454545454, 0.36363636363636365, 0.6363636363636364, 0.45454545454545453, 0.18181818181818182, 0.2727272727272727, 0.6363636363636364, 0.36363636363636365, 0.5454545454545454, 0.2727272727272727]
CSUCI	11	0.8181818181818182	0.18181818181818182	0.6363636363636364	0.6402157164869029	[0.63636364 0.63636364 0.72727273]	[0.8181818181818182, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.6363636363636364, 0.6363636363636364, 0.5454545454545454, 0.6363636363636364, 0.5454545454545454, 0.5454545454545454, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.6363636363636364, 0.45454545454545453, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.45454545454545453, 0.7272727272727273, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.36363636363636365, 0.7272727272727273, 0.8181818181818182, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.5454545454545454, 0.6363636363636364, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.18181818181818182, 0.6363636363636364, 0.7272727272727273, 0.6363636363636364, 0.36363636363636365, 0.7272727272727273, 0.6363636363636364, 0.6363636363636364, 0.45454545454545453, 0.6363636363636364, 0.6363636363636364, 0.8181818181818182, 0.6363636363636364, 0.6363636363636364, 0.5454545454545454, 0.2727272727272727, 0.5454545454545454, 0.6363636363636364, 0.8181818181818182, 0.45454545454545453, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.5454545454545454, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.6363636363636364, 0.5454545454545454, 0.36363636363636365, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.6363636363636364, 0.6363636363636364, 0.5454545454545454, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.45454545454545453, 0.7272727272727273, 0.36363636363636365, 0.7272727272727273, 0.6363636363636364, 0.36363636363636365, 0.7272727272727273, 0.7272727272727273, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.6363636363636364, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.8181818181818182, 0.7272727272727273, 0.7272727272727273, 0.45454545454545453, 0.45454545454545453, 0.6363636363636364, 0.6363636363636364, 0.6363636363636364, 0.45454545454545453]
CPP	14	0.7857142857142857	0.0	0.5	0.49692118226600984	[0.35714286 0.5        0.57142857]	[0.35714285714285715, 0.6428571428571429, 0.2857142857142857, 0.5, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.35714285714285715, 0.5, 0.7142857142857143, 0.7142857142857143, 0.5, 0.42857142857142855, 0.35714285714285715, 0.5, 0.5714285714285714, 0.35714285714285715, 0.6428571428571429, 0.5, 0.5714285714285714, 0.5, 0.5714285714285714, 0.5714285714285714, 0.5, 0.42857142857142855, 0.42857142857142855, 0.35714285714285715, 0.21428571428571427, 0.6428571428571429, 0.6428571428571429, 0.42857142857142855, 0.5, 0.5714285714285714, 0.35714285714285715, 0.6428571428571429, 0.6428571428571429, 0.35714285714285715, 0.5, 0.35714285714285715, 0.5714285714285714, 0.7857142857142857, 0.5714285714285714, 0.2857142857142857, 0.35714285714285715, 0.6428571428571429, 0.0, 0.5, 0.5714285714285714, 0.7142857142857143, 0.2857142857142857, 0.5, 0.5, 0.5, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.5714285714285714, 0.35714285714285715, 0.7142857142857143, 0.35714285714285715, 0.14285714285714285, 0.35714285714285715, 0.5, 0.5714285714285714, 0.42857142857142855, 0.35714285714285715, 0.5, 0.5714285714285714, 0.5714285714285714, 0.42857142857142855, 0.6428571428571429, 0.5, 0.6428571428571429, 0.7142857142857143, 0.35714285714285715, 0.35714285714285715, 0.35714285714285715, 0.5714285714285714, 0.6428571428571429, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.35714285714285715, 0.42857142857142855, 0.21428571428571427, 0.6428571428571429, 0.5, 0.5, 0.5714285714285714, 0.14285714285714285, 0.5714285714285714, 0.21428571428571427, 0.5, 0.6428571428571429, 0.2857142857142857, 0.7142857142857143, 0.5714285714285714, 0.5714285714285714, 0.5, 0.6428571428571429, 0.6428571428571429, 0.6428571428571429, 0.2857142857142857, 0.6428571428571429, 0.7142857142857143, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.5714285714285714, 0.2857142857142857, 0.21428571428571427, 0.7142857142857143, 0.6428571428571429, 0.5, 0.5]
UCI	3	1.0	0.3333333333333333	1.0	0.8421052631578947	[0.66666667 1.         1.        ]	[1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 1.0, 0.3333333333333333, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 1.0, 1.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 0.3333333333333333, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0]
UCB	7	0.7142857142857143	0.14285714285714285	0.42857142857142855	0.38220551378446116	[0.28571429 0.42857143 0.42857143]	[0.5714285714285714, 0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.7142857142857143, 0.42857142857142855, 0.5714285714285714, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855]
UCSD	11	0.7272727272727273	0.09090909090909091	0.5	0.5119617224880383	[0.38636364 0.5        0.63636364]	[0.6363636363636364, 0.45454545454545453, 0.5454545454545454, 0.6363636363636364, 0.36363636363636365, 0.45454545454545453, 0.36363636363636365, 0.36363636363636365, 0.45454545454545453, 0.5454545454545454, 0.5454545454545454, 0.45454545454545453, 0.7272727272727273, 0.36363636363636365, 0.45454545454545453, 0.45454545454545453, 0.6363636363636364, 0.5454545454545454, 0.5454545454545454, 0.36363636363636365, 0.45454545454545453, 0.7272727272727273, 0.6363636363636364, 0.5454545454545454, 0.36363636363636365, 0.45454545454545453, 0.7272727272727273, 0.45454545454545453, 0.45454545454545453, 0.6363636363636364, 0.36363636363636365, 0.7272727272727273, 0.6363636363636364, 0.6363636363636364, 0.45454545454545453, 0.5454545454545454, 0.45454545454545453, 0.7272727272727273, 0.7272727272727273, 0.6363636363636364, 0.36363636363636365, 0.5454545454545454, 0.6363636363636364, 0.09090909090909091, 0.45454545454545453, 0.5454545454545454, 0.36363636363636365, 0.2727272727272727, 0.5454545454545454, 0.36363636363636365, 0.36363636363636365, 0.5454545454545454, 0.45454545454545453, 0.36363636363636365, 0.6363636363636364, 0.45454545454545453, 0.45454545454545453, 0.6363636363636364, 0.18181818181818182, 0.36363636363636365, 0.36363636363636365, 0.5454545454545454, 0.36363636363636365, 0.36363636363636365, 0.36363636363636365, 0.7272727272727273, 0.5454545454545454, 0.45454545454545453, 0.6363636363636364, 0.7272727272727273, 0.36363636363636365, 0.7272727272727273, 0.36363636363636365, 0.6363636363636364, 0.36363636363636365, 0.5454545454545454, 0.6363636363636364, 0.45454545454545453, 0.7272727272727273, 0.6363636363636364, 0.6363636363636364, 0.45454545454545453, 0.5454545454545454, 0.45454545454545453, 0.45454545454545453, 0.7272727272727273, 0.7272727272727273, 0.45454545454545453, 0.2727272727272727, 0.7272727272727273, 0.18181818181818182, 0.45454545454545453, 0.7272727272727273, 0.36363636363636365, 0.6363636363636364, 0.5454545454545454, 0.36363636363636365, 0.45454545454545453, 0.5454545454545454, 0.7272727272727273, 0.45454545454545453, 0.45454545454545453, 0.7272727272727273, 0.6363636363636364, 0.7272727272727273, 0.5454545454545454, 0.6363636363636364, 0.6363636363636364, 0.2727272727272727, 0.36363636363636365, 0.45454545454545453, 0.5454545454545454, 0.45454545454545453, 0.5454545454545454]
UCM	9	1.0	0.1111111111111111	0.7777777777777778	0.7747747747747747	[0.77777778 0.77777778 0.77777778]	[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 1.0, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.1111111111111111, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.4444444444444444, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.2222222222222222, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778]
