UCB	Evergreen Valley College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	Los Angeles City College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	College of Marin	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	College of San Mateo	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	College of the Sequoias	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	Butte College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	Cerro Coso Community College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	Columbia College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	Merritt College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	Santa Ana College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	Cuesta College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	Merced College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	Las Positas College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
UCB	Victor Valley College	0.3333333333333333	"[""[['Math 1A - Calculus I (4.00)']]"", ""[['Math 1B - Calculus II (4.00)']]""]"	6.0	18.0
