University	Community Collge	Precentage of Units Articulated	Unmet Requirements	Met Units	Unmet Units 
UCLA	Cerro Coso Community College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Columbia College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Merritt College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Santa Ana College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Cuesta College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Merced College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Las Positas College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Victor Valley College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Barstow Community College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['PHYSICS 4AL - Physics Laboratory for Scientists and Engineers - Mechanics (2.00)'], ['PHYSICS 4BL - Physics Laboratory for Scientists and Engineers - Electricity and Magnetism (2.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0	38.0
UCLA	Los Angeles Trade Technical College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	American River College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Contra Costa College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	College of the Desert	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Los Angeles Harbor College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Mission College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	City College of San Francisco	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Fresno City College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['PHYSICS 4AL - Physics Laboratory for Scientists and Engineers - Mechanics (2.00)'], ['PHYSICS 4BL - Physics Laboratory for Scientists and Engineers - Electricity and Magnetism (2.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0	38.0
UCLA	Reedley College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Shasta College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Lake Tahoe Community College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Cabrillo College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
UCLA	Glendale Community College	0.0	"[""[['COM SCI 31 - Introduction to Computer Science I (4.00)']]"", ""[['COM SCI 32 - Introduction to Computer Science II (4.00)']]"", ""[['COM SCI 33 - Introduction to Computer Organization (5.00)']]"", ""[['COM SCI 35L - Software Construction (4.00)']]"", ""[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]"", ""[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"", ""[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"", ""[['COM SCI M51A - Logic Design of Digital Systems (4.00)'], ['EC ENGR M16 - Logic Design of Digital Systems (4.00)']]""]"	0.0	36.0
