I&C SCI 31 - Introduction to Programming (4.00) & I&C SCI 32 - Programming with Software Libraries (4.00) & I&C SCI 33 - Intermediate Programming (4.00) & ,MATH 2A - Single-Variable Calculus (4.00) & ,MATH 2B - Single-Variable Calculus (4.00) & 
[['CIS 106 -  Introduction to Programming Logic and Design using']],"[['MATH 250 - Analytic Geometry and Calculus I (5.00)'], ['MATH 121 - Applied Calculus I (3.00)', ' UC credit limitation applies; refer to UC-transferability list', 'MATH 122 - Applied Calculus II (3.00)']]",[['MATH 251 - Analytic Geometry and Calculus II (4.00)']]
